! ==================================================================
! QUIC-Fire ignition input file
! Format 5 - Interpolated path ignitions
! Total elapsed time: 10209.87 seconds
!
! Generated by DripTorch v0.8.2 on 2023-02-23T05:31:10.263926
! ==================================================================
igntype=5
&atvlist
natv=858
targettemp=1000.0
flamedistance=4.00
/
2071.3046766109765 4367.799354492687 2068.9185101224575 4357.990795535734 0.0 9.999999999961055
2066.53234309447 4348.182236808119 2064.1461755188648 4338.37367829727 19.99999999992211 29.999999999883684
2061.7600073975045 4328.565120005747 2059.373838735046 4318.756561939605 39.99999999984474 49.999999999805794
2056.987669525901 4308.948004091391 2054.601499770768 4299.139446464367 60.00000000023244 70.00000000019402
2052.215329474071 4289.33088905667 2049.829158631619 4279.522331872722 80.00000000015507 90.00000000011613
2047.442987246206 4269.713774912758 2045.0568153129425 4259.905218169093 100.0000000000772 110.00000000003826
2042.6706428371836 4250.096661648015 2040.284469817765 4240.288105352083 119.99999999999983 129.9999999999609
2037.898296250496 4230.479549267329 2035.51212214306 4220.670993408887 139.99999999992195 149.99999999988302
2033.1259474884719 4210.862437780015 2030.7397722909227 4201.053882363718 159.99999999984408 169.99999999980565
2028.3535965466872 4191.245327166747 2025.9674202585593 4181.436772199348 180.0000000002323 190.00000000019335
2023.5812434274703 4171.628217449877 2021.1950660534203 4161.8196629213635 200.00000000015442 210.000000000116
2018.8088881303556 4152.011108613806 2016.42270966433 4142.202554530231 220.00000000007705 230.0000000000381
2014.0365306548774 4132.394000660162 2011.6503511012997 4122.585447019665 239.99999999999918 249.99999999996024
2009.2641710024327 4112.77689360152 2006.877990360139 4102.968340398744 259.99999999992184 269.9999999998829
2004.4918091720901 4093.1597874197178 2002.105627441546 4083.351234665606 279.99999999984396 289.999999999805
1999.7194451668765 4073.5426821312867 1997.3332623450551 4063.7341298148967 300.0000000002317 310.00000000019327
1994.9470789800398 4053.925577721093 1992.5608950704336 4044.1170258549973 320.00000000015433 330.0000000001154
1990.174710615538 4034.3084742059 1987.7885256172158 4024.499922778923 340.00000000007645 350.000000000038
1985.4023400761653 4014.6913715770934 1983.0161539879628 4004.882820593426 359.9999999999991 369.99999999996015
1980.6299673581962 3995.0742698309477 1978.2437801812775 3985.265719293384 379.9999999999212 389.9999999998823
1986.3716637922917 3981.9192862710916 1995.9650062653236 3979.4735470907763 398.875097623023 408.8750976230298
2005.5583492044825 3977.0278073737863 2015.1516926058102 3974.582067112904 418.87509762303654 428.8750976230298
2024.7450364711694 3972.1363263081294 2034.3383808038197 3969.690584968077 438.87509762303654 448.8750976230433
2043.9317256014328 3967.244843087159 2053.525070862379 3964.79910066491 458.875097623021 468.87509762301426
2063.1184165875893 3962.353357700631 2072.7117627791595 3959.907614196418 478.875097623021 488.8750976230278
2082.3051094340626 3957.461870154133 2091.898456550436 3955.016125563998 498.875097623021 508.8750976230278
2101.4918041345663 3952.570380441146 2111.085152185755 3950.1246347757988 518.8750976230345 528.8750976230278
2120.6785006974824 3947.678888568189 2130.271849673474 3945.233141822275 538.8750976230347 548.8750976230415
2139.8651991134975 3942.787394531304 2149.4585490189493 3940.341646704823 558.8750976230192 568.8750976230125
2159.0518993912265 3937.895898337476 2168.6452502256725 3935.4501494290307 578.8750976230193 588.8750976230261
